patent_id,organization,city,country,normalized_company_name
10798147,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10860179,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10756265,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10860551,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10853332,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10559531,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10817928,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10546620,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10672159,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10861555,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10872009,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10734296,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10672470,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10671415,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10770465,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10726074,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10817414,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10853275,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10839165,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10564944,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10803670,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10803196,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10854675,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10879459,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10872023,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10797874,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10782800,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10826920,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10705982,MICROSOFT TECHNOLOGY LICENSING LLC,REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10796742,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10607681,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10645525,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10600498,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10754685,MICROSOFT TECHNOLOGY LICENSING LLC,REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10706113,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10776716,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10719336,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10862856,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10652227,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10536482,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10616367,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10825535,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10554349,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10755047,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10749687,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10748598,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10803948,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10771684,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10847651,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10777236,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10553278,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10788935,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10877281,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10535342,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10664594,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10565198,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10860782,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10846204,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10636427,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10740361,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10756014,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10725529,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10848059,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10628505,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10642325,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10658066,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10605609,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10679996,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10877892,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10728293,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10748874,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10581808,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10713489,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10852807,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10650226,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10769123,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10825867,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10831471,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10672452,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10664466,"""MICROSOFT TECHNOLOGY LICENSING, LLC.""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10553594,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10749984,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10691620,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10770127,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10575007,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10593695,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10592526,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10755763,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10860545,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10540345,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10739875,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10840918,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10666264,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10720224,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10530617,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10858243,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10854611,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10586541,"""MICROSOFT TECHNOLOGY LICENSING, LLC.""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10860569,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10812363,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10556174,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10565045,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10764259,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10863119,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10541252,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10671753,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10719495,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10769291,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10678544,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10771549,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10699798,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10687306,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10592354,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10698458,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10847486,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10743085,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10659326,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10825524,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10810109,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10602098,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10846459,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10748624,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10658047,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10680170,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10771272,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10877889,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10535122,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10599311,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10853238,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10616519,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10755766,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10677307,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10685718,"""MICRON TECHNNOLOGY, INC.""",BOISE,US,"""MICRON TECHNNOLOGY,."""
10803937,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10629502,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10878392,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10725680,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10789177,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10630426,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10692396,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10685725,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10860980,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10555394,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10880372,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10853717,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10755041,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10554679,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10628423,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10681284,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10699065,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10585868,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10672182,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10828924,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10715381,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10747892,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10735457,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10810343,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10789135,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10658428,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10581434,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10748070,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10872670,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10534731,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10606865,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10574747,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10718901,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10877795,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10644005,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10708597,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10795810,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10580111,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10581756,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10541364,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10622363,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10684846,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10636966,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10564915,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10529592,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10855495,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10795836,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10854103,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10628504,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10699171,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10785486,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10735527,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10548078,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10659380,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10825528,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
10841241,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10665701,"""MICROSOFT TECHNOLOGY LICENSING, LLC""",REDMOND,US,"""MICROSOFT TECHNOLOGY LICENSING,"""
10614338,"""MICRON TECHNOLOGY, INC.""",BOISE,US,"""MICRON TECHNOLOGY,."""
